"movieId","provider_id","provider_name","type"
328,3,"Google Play Movies","rent"
329,2,"Apple iTunes","rent"
329,3,"Google Play Movies","rent"
329,339,"Movistar Play","rent"
329,167,"Claro video","rent"
330,,,"rent"
331,,,"rent"
332,2,"Apple iTunes","rent"
332,167,"Claro video","rent"
333,2,"Apple iTunes","rent"
333,3,"Google Play Movies","rent"
333,167,"Claro video","rent"
334,,,"rent"
335,2,"Apple iTunes","rent"
335,3,"Google Play Movies","rent"
336,,,"rent"
337,2,"Apple iTunes","rent"
338,,,"rent"
339,,,"rent"
340,3,"Google Play Movies","rent"
340,167,"Claro video","rent"
341,,,"rent"
342,,,"rent"
343,,,"rent"
344,3,"Google Play Movies","rent"
345,3,"Google Play Movies","rent"
346,,,"rent"
347,,,"rent"
348,,,"rent"
349,2,"Apple iTunes","rent"
349,3,"Google Play Movies","rent"
349,167,"Claro video","rent"
350,,,"rent"
351,2,"Apple iTunes","rent"
352,,,"rent"
353,,,"rent"
354,,,"rent"
355,167,"Claro video","rent"
356,2,"Apple iTunes","rent"
356,3,"Google Play Movies","rent"
357,2,"Apple iTunes","rent"
357,3,"Google Play Movies","rent"
358,,,"rent"
359,,,"rent"
360,,,"rent"
361,,,"rent"
362,,,"rent"
363,,,"rent"
364,,,"rent"
365,,,"rent"
366,2,"Apple iTunes","rent"
367,,,"rent"
368,2,"Apple iTunes","rent"
369,,,"rent"
370,2,"Apple iTunes","rent"
370,3,"Google Play Movies","rent"
370,167,"Claro video","rent"
371,,,"rent"
372,2,"Apple iTunes","rent"
372,3,"Google Play Movies","rent"
372,167,"Claro video","rent"
373,,,"rent"
374,2,"Apple iTunes","rent"
374,167,"Claro video","rent"
375,,,"rent"
376,3,"Google Play Movies","rent"
376,167,"Claro video","rent"
377,3,"Google Play Movies","rent"
377,167,"Claro video","rent"
378,,,"rent"
379,,,"rent"
380,,,"rent"
381,,,"rent"
382,,,"rent"
383,2,"Apple iTunes","rent"
384,,,"rent"
385,,,"rent"
386,,,"rent"
387,,,"rent"
388,,,"rent"
389,,,"rent"
390,,,"rent"
391,,,"rent"
392,,,"rent"
393,,,"rent"
394,,,"rent"
395,,,"rent"
396,,,"rent"
397,,,"rent"
398,,,"rent"
399,,,"rent"
400,,,"rent"
401,,,"rent"
402,,,"rent"
403,,,"rent"
404,,,"rent"
405,,,"rent"
406,,,"rent"
407,2,"Apple iTunes","rent"
408,2,"Apple iTunes","rent"
408,3,"Google Play Movies","rent"
409,,,"rent"
410,3,"Google Play Movies","rent"
410,167,"Claro video","rent"
411,,,"rent"
412,,,"rent"
413,,,"rent"
414,,,"rent"
415,,,"rent"
416,3,"Google Play Movies","rent"
417,,,"rent"
418,,,"rent"
419,,,"rent"
420,2,"Apple iTunes","rent"
420,3,"Google Play Movies","rent"
420,167,"Claro video","rent"
421,2,"Apple iTunes","rent"
421,3,"Google Play Movies","rent"
422,,,"rent"
423,2,"Apple iTunes","rent"
423,3,"Google Play Movies","rent"
424,,,"rent"
425,,,"rent"
426,2,"Apple iTunes","rent"
426,3,"Google Play Movies","rent"
427,,,"rent"
428,,,"rent"
429,,,"rent"
430,167,"Claro video","rent"
431,2,"Apple iTunes","rent"
431,3,"Google Play Movies","rent"
431,167,"Claro video","rent"
432,,,"rent"
433,,,"rent"
434,2,"Apple iTunes","rent"
435,2,"Apple iTunes","rent"
435,3,"Google Play Movies","rent"
436,,,"rent"
437,,,"rent"
438,,,"rent"
439,,,"rent"
440,2,"Apple iTunes","rent"
440,3,"Google Play Movies","rent"
441,2,"Apple iTunes","rent"
441,3,"Google Play Movies","rent"
441,167,"Claro video","rent"
442,2,"Apple iTunes","rent"
442,3,"Google Play Movies","rent"
442,339,"Movistar Play","rent"
443,,,"rent"
444,,,"rent"
445,2,"Apple iTunes","rent"
445,3,"Google Play Movies","rent"
446,,,"rent"
447,,,"rent"
448,2,"Apple iTunes","rent"
449,,,"rent"
450,2,"Apple iTunes","rent"
451,,,"rent"
452,,,"rent"
453,,,"rent"
454,2,"Apple iTunes","rent"
454,3,"Google Play Movies","rent"
454,167,"Claro video","rent"
455,2,"Apple iTunes","rent"
455,3,"Google Play Movies","rent"
456,,,"rent"
457,2,"Apple iTunes","rent"
457,3,"Google Play Movies","rent"
458,167,"Claro video","rent"
459,,,"rent"
460,,,"rent"
461,,,"rent"
462,,,"rent"
463,,,"rent"
464,2,"Apple iTunes","rent"
464,167,"Claro video","rent"
465,,,"rent"
466,,,"rent"
467,,,"rent"
468,,,"rent"
469,,,"rent"
470,,,"rent"
471,,,"rent"
472,,,"rent"
473,,,"rent"
474,167,"Claro video","rent"
475,2,"Apple iTunes","rent"
475,3,"Google Play Movies","rent"
475,167,"Claro video","rent"
476,,,"rent"
477,,,"rent"
478,,,"rent"
479,,,"rent"
480,2,"Apple iTunes","rent"
480,3,"Google Play Movies","rent"
481,2,"Apple iTunes","rent"
482,,,"rent"
483,,,"rent"
484,,,"rent"
485,167,"Claro video","rent"
486,,,"rent"
487,,,"rent"
488,2,"Apple iTunes","rent"
489,,,"rent"
490,2,"Apple iTunes","rent"
490,3,"Google Play Movies","rent"
491,,,"rent"
492,,,"rent"
493,,,"rent"
494,2,"Apple iTunes","rent"
494,3,"Google Play Movies","rent"
495,,,"rent"
496,,,"rent"
497,2,"Apple iTunes","rent"
497,3,"Google Play Movies","rent"
498,,,"rent"
499,,,"rent"
500,3,"Google Play Movies","rent"
501,,,"rent"
502,167,"Claro video","rent"
503,,,"rent"
504,,,"rent"
505,,,"rent"
506,,,"rent"
507,2,"Apple iTunes","rent"
507,3,"Google Play Movies","rent"
508,,,"rent"
509,,,"rent"
510,,,"rent"
511,,,"rent"
512,,,"rent"
513,,,"rent"
514,,,"rent"
515,167,"Claro video","rent"
516,,,"rent"
517,3,"Google Play Movies","rent"
518,,,"rent"
519,3,"Google Play Movies","rent"
520,,,"rent"
521,2,"Apple iTunes","rent"
522,,,"rent"
523,,,"rent"
524,167,"Claro video","rent"
525,,,"rent"
526,,,"rent"
527,2,"Apple iTunes","rent"
527,167,"Claro video","rent"
528,,,"rent"
529,,,"rent"
530,,,"rent"
531,3,"Google Play Movies","rent"
531,167,"Claro video","rent"
532,,,"rent"
533,167,"Claro video","rent"
534,,,"rent"
535,,,"rent"
536,,,"rent"
537,,,"rent"
538,2,"Apple iTunes","rent"
539,,,"rent"
540,,,"rent"
541,3,"Google Play Movies","rent"
541,167,"Claro video","rent"
542,,,"rent"
543,,,"rent"
544,,,"rent"
546,,,"rent"
547,,,"rent"
548,,,"rent"
549,,,"rent"
550,,,"rent"
551,3,"Google Play Movies","rent"
552,3,"Google Play Movies","rent"
553,,,"rent"
554,,,"rent"
555,,,"rent"
556,,,"rent"
558,,,"rent"
559,,,"rent"
560,,,"rent"
561,,,"rent"
562,,,"rent"
563,,,"rent"
564,3,"Google Play Movies","rent"
565,,,"rent"
566,,,"rent"
567,3,"Google Play Movies","rent"
568,,,"rent"
569,2,"Apple iTunes","rent"
569,3,"Google Play Movies","rent"
570,,,"rent"
571,,,"rent"
572,,,"rent"
573,,,"rent"
574,,,"rent"
575,3,"Google Play Movies","rent"
575,167,"Claro video","rent"
576,,,"rent"
577,,,"rent"
579,,,"rent"
580,,,"rent"
581,,,"rent"
582,,,"rent"
583,,,"rent"
584,,,"rent"
585,3,"Google Play Movies","rent"
586,3,"Google Play Movies","rent"
587,2,"Apple iTunes","rent"
587,3,"Google Play Movies","rent"
587,167,"Claro video","rent"
588,,,"rent"
589,2,"Apple iTunes","rent"
590,,,"rent"
591,,,"rent"
592,2,"Apple iTunes","rent"
592,3,"Google Play Movies","rent"
592,167,"Claro video","rent"
593,2,"Apple iTunes","rent"
593,3,"Google Play Movies","rent"
594,,,"rent"
595,,,"rent"
596,,,"rent"
597,3,"Google Play Movies","rent"
598,,,"rent"
599,,,"rent"
600,,,"rent"
601,,,"rent"
602,,,"rent"
603,,,"rent"
604,,,"rent"
605,,,"rent"
606,,,"rent"
607,,,"rent"
608,3,"Google Play Movies","rent"
609,3,"Google Play Movies","rent"
610,,,"rent"
611,,,"rent"
612,,,"rent"
613,,,"rent"
614,,,"rent"
615,,,"rent"
616,,,"rent"
617,3,"Google Play Movies","rent"
618,,,"rent"
619,,,"rent"
620,,,"rent"
621,,,"rent"
623,,,"rent"
625,,,"rent"
626,,,"rent"
627,,,"rent"
628,2,"Apple iTunes","rent"
628,3,"Google Play Movies","rent"
629,,,"rent"
630,,,"rent"
631,2,"Apple iTunes","rent"
631,3,"Google Play Movies","rent"
632,,,"rent"
633,,,"rent"
634,,,"rent"
635,,,"rent"
636,,,"rent"
637,2,"Apple iTunes","rent"
638,,,"rent"
639,,,"rent"
640,,,"rent"
641,,,"rent"
642,,,"rent"
643,,,"rent"
644,,,"rent"
645,,,"rent"
647,3,"Google Play Movies","rent"
648,2,"Apple iTunes","rent"
648,3,"Google Play Movies","rent"
648,167,"Claro video","rent"
649,,,"rent"
650,,,"rent"
651,,,"rent"
652,,,"rent"
653,2,"Apple iTunes","rent"
653,3,"Google Play Movies","rent"
653,167,"Claro video","rent"
654,,,"rent"
655,,,"rent"
656,,,"rent"
657,,,"rent"
658,,,"rent"
659,2,"Apple iTunes","rent"
660,,,"rent"
661,,,"rent"
662,2,"Apple iTunes","rent"
662,167,"Claro video","rent"
663,,,"rent"
664,,,"rent"
665,,,"rent"
666,,,"rent"
667,,,"rent"
668,,,"rent"
670,,,"rent"
671,,,"rent"
672,,,"rent"
673,2,"Apple iTunes","rent"
673,3,"Google Play Movies","rent"
673,339,"Movistar Play","rent"
673,167,"Claro video","rent"
674,3,"Google Play Movies","rent"
675,,,"rent"
676,,,"rent"
678,,,"rent"
679,,,"rent"
680,,,"rent"
681,,,"rent"
682,,,"rent"
683,,,"rent"
684,,,"rent"
685,,,"rent"
687,,,"rent"
688,,,"rent"
690,,,"rent"
691,,,"rent"
692,,,"rent"
693,,,"rent"
694,,,"rent"
695,,,"rent"
696,,,"rent"
697,,,"rent"
698,,,"rent"
699,,,"rent"
700,,,"rent"
701,,,"rent"
702,,,"rent"
703,,,"rent"
704,,,"rent"
705,,,"rent"
706,,,"rent"
707,,,"rent"
708,,,"rent"
709,3,"Google Play Movies","rent"
710,,,"rent"
711,,,"rent"
712,,,"rent"
713,,,"rent"
714,,,"rent"
715,,,"rent"
716,,,"rent"
717,,,"rent"
718,,,"rent"
719,,,"rent"
720,,,"rent"
721,,,"rent"
722,,,"rent"
723,,,"rent"
724,,,"rent"
725,,,"rent"
726,,,"rent"
727,,,"rent"
728,,,"rent"
729,,,"rent"
730,,,"rent"
731,,,"rent"
732,,,"rent"
733,3,"Google Play Movies","rent"
734,,,"rent"
735,,,"rent"
736,2,"Apple iTunes","rent"
736,167,"Claro video","rent"
737,2,"Apple iTunes","rent"
737,167,"Claro video","rent"
738,,,"rent"
739,,,"rent"
741,2,"Apple iTunes","rent"
742,2,"Apple iTunes","rent"
742,3,"Google Play Movies","rent"
743,,,"rent"
744,,,"rent"
745,,,"rent"
746,,,"rent"
747,,,"rent"
748,3,"Google Play Movies","rent"
749,,,"rent"
750,167,"Claro video","rent"
751,,,"rent"
752,,,"rent"
753,,,"rent"
754,,,"rent"
755,,,"rent"
756,,,"rent"
757,,,"rent"
758,,,"rent"
759,,,"rent"
760,,,"rent"
761,3,"Google Play Movies","rent"
761,167,"Claro video","rent"
762,2,"Apple iTunes","rent"
762,3,"Google Play Movies","rent"
763,,,"rent"
764,,,"rent"
765,,,"rent"
766,,,"rent"
767,,,"rent"
768,,,"rent"
769,,,"rent"
770,,,"rent"
771,,,"rent"
772,,,"rent"
773,,,"rent"
774,,,"rent"
775,,,"rent"
776,,,"rent"
777,,,"rent"
778,,,"rent"
779,,,"rent"
780,3,"Google Play Movies","rent"
781,,,"rent"
782,,,"rent"
783,3,"Google Play Movies","rent"
784,,,"rent"
785,,,"rent"
786,,,"rent"
787,,,"rent"
788,3,"Google Play Movies","rent"
788,167,"Claro video","rent"
789,,,"rent"
790,,,"rent"
791,,,"rent"
792,,,"rent"
793,,,"rent"
794,,,"rent"
795,,,"rent"
796,,,"rent"
797,,,"rent"
798,2,"Apple iTunes","rent"
798,3,"Google Play Movies","rent"
799,2,"Apple iTunes","rent"
799,3,"Google Play Movies","rent"
799,167,"Claro video","rent"
800,,,"rent"
801,3,"Google Play Movies","rent"
802,,,"rent"
803,,,"rent"
804,,,"rent"
805,,,"rent"
806,,,"rent"
807,,,"rent"
808,2,"Apple iTunes","rent"
809,,,"rent"
810,2,"Apple iTunes","rent"
810,3,"Google Play Movies","rent"
812,,,"rent"
813,,,"rent"
814,,,"rent"
815,,,"rent"
816,,,"rent"
818,3,"Google Play Movies","rent"
819,,,"rent"
820,,,"rent"
821,,,"rent"
822,,,"rent"
823,,,"rent"
824,,,"rent"
825,,,"rent"
826,,,"rent"
827,,,"rent"
828,,,"rent"
829,2,"Apple iTunes","rent"
830,2,"Apple iTunes","rent"
830,3,"Google Play Movies","rent"
830,167,"Claro video","rent"
831,,,"rent"
832,,,"rent"
833,,,"rent"
834,,,"rent"
835,,,"rent"
836,3,"Google Play Movies","rent"
837,167,"Claro video","rent"
838,,,"rent"
839,,,"rent"
840,,,"rent"
841,,,"rent"
842,2,"Apple iTunes","rent"
843,,,"rent"
844,,,"rent"
845,,,"rent"
846,,,"rent"
847,,,"rent"
848,,,"rent"
849,2,"Apple iTunes","rent"
849,3,"Google Play Movies","rent"
850,,,"rent"
851,,,"rent"
852,2,"Apple iTunes","rent"
852,3,"Google Play Movies","rent"
853,,,"rent"
854,,,"rent"
855,,,"rent"
856,,,"rent"
857,,,"rent"
858,2,"Apple iTunes","rent"
858,3,"Google Play Movies","rent"
859,,,"rent"
860,,,"rent"
861,,,"rent"
862,,,"rent"
864,,,"rent"
865,,,"rent"
866,2,"Apple iTunes","rent"
867,,,"rent"
868,,,"rent"
869,,,"rent"
870,,,"rent"
871,,,"rent"
872,,,"rent"
873,,,"rent"
874,,,"rent"
875,,,"rent"
876,,,"rent"
877,,,"rent"
878,,,"rent"
879,,,"rent"
880,,,"rent"
881,,,"rent"
882,2,"Apple iTunes","rent"
882,3,"Google Play Movies","rent"
882,167,"Claro video","rent"
884,,,"rent"
885,,,"rent"
886,,,"rent"
887,,,"rent"
889,,,"rent"
890,,,"rent"
891,,,"rent"
892,2,"Apple iTunes","rent"
892,3,"Google Play Movies","rent"
893,,,"rent"
894,,,"rent"
895,,,"rent"
896,,,"rent"
897,,,"rent"
898,3,"Google Play Movies","rent"
899,2,"Apple iTunes","rent"
899,3,"Google Play Movies","rent"
900,2,"Apple iTunes","rent"
900,3,"Google Play Movies","rent"
901,2,"Apple iTunes","rent"
901,3,"Google Play Movies","rent"
902,2,"Apple iTunes","rent"
902,3,"Google Play Movies","rent"
902,167,"Claro video","rent"
903,2,"Apple iTunes","rent"
903,3,"Google Play Movies","rent"
903,167,"Claro video","rent"
904,2,"Apple iTunes","rent"
904,3,"Google Play Movies","rent"
904,167,"Claro video","rent"
905,,,"rent"
906,2,"Apple iTunes","rent"
907,,,"rent"
908,2,"Apple iTunes","rent"
908,3,"Google Play Movies","rent"
908,167,"Claro video","rent"
909,2,"Apple iTunes","rent"
909,3,"Google Play Movies","rent"
910,3,"Google Play Movies","rent"
911,2,"Apple iTunes","rent"
911,3,"Google Play Movies","rent"
911,167,"Claro video","rent"
912,2,"Apple iTunes","rent"
912,3,"Google Play Movies","rent"
912,167,"Claro video","rent"
913,,,"rent"
914,2,"Apple iTunes","rent"
914,3,"Google Play Movies","rent"
915,2,"Apple iTunes","rent"
915,3,"Google Play Movies","rent"
916,2,"Apple iTunes","rent"
916,3,"Google Play Movies","rent"
917,,,"rent"
918,2,"Apple iTunes","rent"
918,3,"Google Play Movies","rent"
919,2,"Apple iTunes","rent"
919,3,"Google Play Movies","rent"
919,167,"Claro video","rent"
920,2,"Apple iTunes","rent"
920,3,"Google Play Movies","rent"
920,167,"Claro video","rent"
921,2,"Apple iTunes","rent"
922,2,"Apple iTunes","rent"
922,3,"Google Play Movies","rent"
922,167,"Claro video","rent"
923,2,"Apple iTunes","rent"
923,3,"Google Play Movies","rent"
923,167,"Claro video","rent"
